relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
TOP/mirrorTOP/example2	220301	TOP	mirrorTOP	TOP/mirrorTOP	Mirror	2	more messed up mirror	290	55	Appearance of more arbitrary sections being transformed separately. 
TOP/mirrorTOP/example3	230330	TOP	mirrorTOP	TOP/mirrorTOP	Mirror	3	fata banana	520	55	The Mirror TOP mirrors part of an image on top of itself. 
TOP/monochromeTOP/example1	210103	TOP	monochromeTOP	TOP/monochromeTOP	Monochrome	1	monochrome method	50	50	mono1 is the normal creation of monchrome images based on the response of the eye, which is a blend of .298 red + .6 green + .102 blue.In the RGB menu, which appears in a lot of operators in TOPs, Luminance is defined to be this mix.However sometimes you just want the largest component, so in the RGB menu, select RGB Maximum.For other blends, see the Channel Mix TOP, and the Reorder TOP.
TOP/moviefileinTOP/example1	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	1	loop stop cue	50	50	This movie's trim value will keep it looping forever. Its Extend Right parameter is set to Cycle.Extend Right refers to what the TOP will do once it reaches the end of end movie.The second movie's trim value will hold the last frame.Its Extend Right parameter is set to Hold.The Cue button will force the movie to jump to image 20.
TOP/moviefileinTOP/example2	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	2	index	300	55	Use the slider to scrub through the movie by index
TOP/moviefileinTOP/example3	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	3	play	550	50	Use this button to play the movie. The button state has been exported to the Play parameter. 
TOP/moviefileinTOP/example4	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	4	timeline	810	55	This movie's playback is locked to the main TouchDesigner Timeline. Its Play Mode Parameter is set to Locked to Timeline.Scrub the timeline below to scrub the movie.Using the timeline to play movies is uncommon on TouchDesigner these days. Usually Index and Sequential modes are used.
TOP/moviefileinTOP/example5	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	5	reload	1050	55	Use this button to reload the movie in case it has changed on the filesystem.You can use the Folder DAT to do it automatically.
TOP/moviefileinTOP/example6	170101	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	6	image	1300	55	Movie File In TOPs also support loading still images and image file sequences.For image sequences you give it the folder and it will alphanumerically-order the files in that folder.Or alternately you control it via the filename, which may load slower because the expression cannot be predicted or interpolated.Search "File Formats" on wiki. Seer also Point File In TOP to read point clouds.
TOP/moviefileinTOP/example7	200201	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	7	moviePlayer + movieEngine COMP	1520	55	Try the moviePlayer COMP in the palette for a more full-functioned player and read its Help wiki page.Also it can spit out movieEngine, which is moviePlayer without a UI.
TOP/moviefileinTOP/example8	220401	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	8	preloading and unloading using timers	1740	55	The movieLoader is an example implementation of using the Movie File In TOP's preload and unload feature with a Timer CHOP.The setup consists of two timers where one is responsible for preloading and the other for playback of the specified Movie File In TOP.The preloading is done in the timer_preload Timer CHOP preloading in the onInitialize() callback. When initializing, the extension of the component first attempts to open the movie and then proceeds to preload it. Once preloaded the timer_preload Timer CHOP starts the timer_play Timer CHOP to playback the movie. If the option is enabled, the timer_play Timer CHOP will unload the Movie File In TOP once playback has concluded.This component can preload its internal default Movie File In TOP or you can specify external Movie File In TOPs as well as use its functionality by calling the component's Preload() function.The first output of the component is the movie being played while the second output is channels to use as exports to the external Movie File In TOP being used for playback. Use the CHOP's "Channel Name is Path:Parameter" Export Method.
TOP/moviefileinTOP/example9	220301	TOP	moviefileinTOP	TOP/moviefileinTOP	Movie File In	9	crossfade movie playlist	1970	45	This crossfades and switches a list of movies without a frame drop. It randomizes the order of movies every cycle through all movies.You give it a list of movie paths in a DAT, choose a crossfade time in "spec", and press Start on either of the movieEngines.It uses movieEngine, which is moviePlayer without a UI. They have been modded slightly as documented internally in purple. The callbacks it uses is engine_callbacks here.movieEngine uses mvspec components which define what to play and controls image appearance.comp1 adds the images, and forces the resolution to be constant.
TOP/moviefileoutTOP/example1	200401	TOP	moviefileoutTOP	TOP/moviefileoutTOP	Movie File Out	1	recording movie with audio	50	50	This is a typical Movie Out setup with audio recording synced to an audio track.The Record Movie button turns Record on and off, as well as triggers a counter to give each new recording a unique name.The Pause button pauses the movie recording while it is on.Audio is being referenced from audiofilein1.The movie is created in your project folder where your .toe is located.Press Reset pulse on the incrementFilename Count CHOP to reset the sequence number to 1.
TOP/moviefileoutTOP/example2	200401	TOP	moviefileoutTOP	TOP/moviefileoutTOP	Movie File Out	2	sequence of stills	310	45	This creates a sequence of files, one file per frame.The Record Movie button turns Record on and off, as well as triggers a counter to give each new recording sequence a unique name.In the File parameter, me.fileSuffix uses artifishull intelligence to build the end of the file path, something like  .2.14,jpgThe movie is created on the Desktop using the hard-to-find python: app.desktopFolder.  See the App class for more secrets. docs.derivative.ca/App_Class
TOP/moviefileoutTOP/example3	200401	TOP	moviefileoutTOP	TOP/moviefileoutTOP	Movie File Out	3	one image file per click	570	45	The Movie Out TOP can also output still images in a similar manner as video  files.
TOP/moviefileoutTOP/example4	250601	TOP	moviefileoutTOP	TOP/moviefileoutTOP	Movie File Out	4	automatic unique file names	820	45	If you turn on Unique Suffix, each time you click Record on and off you get a uniquely-named file.
TOP/multiplyTOP/example1	170101	TOP	multiplyTOP	TOP/multiplyTOP	Multiply	1	multiply	50	50	The multiply TOP performs a multiply operation:input1.rgba * input2.rgbaIn multiply1 it is set to use to output the resolution of the first input. By default it outputs the resolution of the second input, like other 2-input combiners. 
TOP/ndioutTOP/example1	230329	TOP	ndioutTOP	TOP/ndioutTOP	NDI Out	1	send metadata over NDI	60	25	NDI frames can also carry metadata. If you pause the timeline you can see the NDI receiver gets the metata guarantueed synced to that same frame.
TOP/ndioutTOP/example2	230329	TOP	ndioutTOP	TOP/ndioutTOP	NDI Out	2	send&receive audio over NDI	290	25	NDI can send & receive audio, drag the CHOP containing audio to the Audio CHOP parameter of the NDI Out.You can extract audio from the NDI In TOP using the NDI Audio CHOP
TOP/noiseTOP/example1	191122	TOP	noiseTOP	TOP/noiseTOP	Noise	1	seed	50	50	The Noise TOP's Seed parameter is an easy way to create animated noise. The two images are multiplied together in the Composite TOP.The Noise TOP is scaled to fit the jellybeans, so you would have to set the resolution of the Noise TOP too to make it not stretched.The second example shows you can feed an image to the Noise TOP, and via the Output page, combine the noise and incoming image in different ways.The Noise TOP takes the resolution of the incoming TOP.
TOP/noiseTOP/example2	170101	TOP	noiseTOP	TOP/noiseTOP	Noise	2	algorithms	300	50	You can get very different types of noise, from Random to Perlin, by changing the  Type parameter. 
TOP/noiseTOP/example3	170101	TOP	noiseTOP	TOP/noiseTOP	Noise	3	fast random	550	50	Shifts a random pattern around to give an apparent randomness every frame. Not perfect but may be good enough for many purposes. Much faster than generating perfectly random pixels every frame.Second example randomly rotates also, making it more scrambled though some adjacent pixels may have similar values.
TOP/noiseTOP/example4	181105	TOP	noiseTOP	TOP/noiseTOP	Noise	4	input xyz point positions	790	50	The Noise TOP takes its input, interprets each pixel RGB value as an XYZ point, and for each point, outputs a pixel whose RGB values are the values of the noise space at that point in space.In the first example, chopto1 outputs 32-bit floating point pixels which can represent numbers outside the usual 0-1 color range of 8-bit fixed point pixels.The Noise TOP has been changed to a 32-bit float format so that it can output noise values that are outside the 0-1 range.In the first example, the Noise TOP's RGB values are used to color the points, but they can be used for anything.In the second example, the Ramp and Constant TOPs are set to 32-bit and combined and fed into the Noise TOP. The sliders offset the XYZ positions used to sample the noise space.
TOP/noiseTOP/example5	180901	TOP	noiseTOP	TOP/noiseTOP	Noise	5	palette noise	1020	45	Try the "noise" component in the palette for more choices of noise types.
TOP/normalmapTOP/example1	170101	TOP	normalmapTOP	TOP/normalmapTOP	Normal Map	1	fake bump	70	55	Matthew Ragan  8/11/14We can use the Normal Map TOP to help enhace the appearance of dimension in our textures by "faking" some of the lightingof bumps in a texture.Here we create a normal map from our input image, and then use this along with the original image in our  Phong MAT.An additional Level TOP has been used in this example to further draw attention to the effect of the Normal Map.Use the button to toggle the Normal Map on and off in the Phong Material to better understand the effect of this TOP.from WikipediaIn 3D computer graphics, normal mapping, or "Dot3 bump mapping", is a technique used for faking the lighting of bumps and dents – an implementation of bump mapping. It is used to add details without using more polygons. A common use of this technique is to greatly enhance the appearance and details of a low polygon model by generating a normal map from a high polygon model or height map.http://en.wikipedia.org/wiki/Normal_mapping
TOP/nvidiabackgroundTOP/example1	210507	TOP	nvidiabackgroundTOP	TOP/nvidiabackgroundTOP	NVIDIA Background	1	keyer mask background	70	55	The NVIDIA Background TOP generates a white key over a black background... usually a person, but may be anything... It uses the NVIDIA background removal ML algortithm on their ML-enabled GPUs like the 2000 series and up.Some optimizations (that may end up built-in to the TOP) are:The cache1 TOP delays the video signal by 2 frames because nvbackground1 takes around 2 frames to generate the mask, so when they are joined up again in matte1, they are back in sync.Note that the NVIDIA Background TOP by default generates a single channel, not RGBA. The Matte TOP accepts that as its matte input.If you half the res going into it, it takes less than half the GPU time. optional. The mattes mvbakground1 makes may have a bit of a halo around it when re-composited. To eat away at the edge of the mask, blur1 softens it, and lookup1 with scurve1 pulls the edge in ("erodes" the mask). To make it erode more, reduce the Length parameter of scurve1 to below 1000.  Adjust that along with the Filter Size of blur1 to you taste.
TOP/nvidiaflowTOP/example1	200201	TOP	nvidiaflowTOP	TOP/nvidiaflowTOP	NVIDIA Flow	1	fire	70	65	In this example ramp1 is used to indicate where the emission of fuel comes from.  The ramp position is randomized with noise.  This animated ramp is used as the Shape OP in the flow emitter. This means emission will happen where it is white and less emmision where it is black.Reduce Mem Usage if it gets too slow.
TOP/nvidiaflowTOP/example2	200201	TOP	nvidiaflowTOP	TOP/nvidiaflowTOP	NVIDIA Flow	2	steam	330	65	Use the cross1 TOP to cross fade in an RGB spectrum to see how color is mapped to the temperature of the flow.Mem Usage parameter is reduced from .1 to .07 to run a bit faster.  
TOP/nvidiaflowTOP/example3	200201	TOP	nvidiaflowTOP	TOP/nvidiaflowTOP	NVIDIA Flow	3	smokestack	580	65	 Reduce Speed par to ge more billowy effect.
TOP/nvidiaflowTOP/example4	200201	TOP	nvidiaflowTOP	TOP/nvidiaflowTOP	NVIDIA Flow	4	gas	850	65	Is this example linear velocity is animated to push the fuel source left and right.
TOP/nvidiaflowTOP/example5	200201	TOP	nvidiaflowTOP	TOP/nvidiaflowTOP	NVIDIA Flow	5	joker flame thrower	1110	65	Is this example a more intense use of linear velocity is used to create a flame thrower effect.
TOP/opencolorioTOP/example1	200201	TOP	opencolorioTOP	TOP/opencolorioTOP	OpenColorIO	1	basic	60	65	You can use the CDL transform and Output page to colorgradeany image.
TOP/opencolorioTOP/example2	190831	TOP	opencolorioTOP	TOP/opencolorioTOP	OpenColorIO	2	sRGB conversion	300	55	openColorIO can be used for numerous color correction operations for various output display devices. In this case the OpenColorIO TOP node (sRGBRamp) is used to simulate the conversion of a linear ramp into a gamma lookup image (brightened iamge to use the 256 steps of an 8-bit image bettter), as it would be stored in a JPEG file.  See the wiki page 'sRGB' for more information. https://docs.derivative.ca/SRGB
TOP/opencolorioTOP/example3	200201	TOP	opencolorioTOP	TOP/opencolorioTOP	OpenColorIO	3	color profiles	530	55	OpenColorIO is a toolkit for working with different color spaces and gamma settings for image files. Different cameras and display devices have different methods to store and display color. OpenColorIO supports the loading of different lookup tables (LUTs) that can transform how the color data is stored and viewed.The TouchDesigner colorspace is linear. By using OpenColorIO an image that is stored in one color space can be transformed to another.  In the example here the image was taken with a Sony a6300 using Picture profile1, Gamma: S-log3, Color Mode: S-Gamut3.CineBy default the OpenColorIO TOP comes with only a small number of LUTs that are built in. The closest input LUT is SLog and the correct way to output the image for viewing in TouchDesigner is linear.  See the Color Space Transform page of each TOP and you will see these settings.The image when its loaded is quite dull. However this image is a 16bit TIFF and the color values are stored in such a way as to maintain the most color information. Through the muse of a LUT the Slog stored colors and viewed better in TouchDesigner with an output LUT for linear.github with many more LUTs...https://github.com/imageworks/OpenColorIO-ConfigsGood collection found in above github is aces_1.0.3 which is latest color grading kit from Academy of Motion Picture Arts and Sciences https://en.wikipedia.org/wiki/Academy_Color_Encoding_SystemLoad the aces_1.0.3 configuration file in the aces_1.0.3 folder in the git repository and select the config.ocio.The following LUTs will be available.Input LUT - Sony-S-Log3-S.Gamut3.CineOutput LUT - Utility-Linear-sRGB
TOP/opticalflowTOP/example1	221001	TOP	opticalflowTOP	TOP/opticalflowTOP	Optical Flow	1	vector display	50	55	This draws velocity flow vectors based on the Optical Flow TOP.Give it a live video feed. opticalflow1 outputs two 32-bit floating point channels (red and green).  The red channel is the horizontal motion it detects at each pixel, and green is vertical motion. If it's flickering, it means likely that your video source is not feeding in 60 frames per second, so some images are repeats of the prior frame, which will give 0 optical flow for the current frame.Settings defines how many columns  of vectors you want.res1 averages a bunch of the flow pixels down to one value per column. res1's resolution is the same as the number of grid1's columns and rows.topto1 gets the pixels into one long set of samples for red and green.Filter1 smooths out the jittery motion (filter per sample).chopto1 splices the red and green channels into the grid's Normal attribute's X and Y values. (Z is left at 1 but it doesn't matter here).sopt1 shows it as a table for illustration.The grid is passed to geo1 which uses a Line MAT to render the points and vectors. It assumes the vectors are coming in the Normals attribute.The render1 TOP's resolution is set to the correct aspect ratio using the Aspect parameter in the "settings" node, which is derived from the incoming image's aspect ratio.comp1 gets its images via the TOPs parameter.  Fixed Layer parameter is set to Input 1 to make sure the  output res matches the render's.
TOP/opviewerTOP/example1	170101	TOP	opviewerTOP	TOP/opviewerTOP	OP Viewer	1	basic	50	50	The OP Viewer TOP allows you to produce a texture out of any operator. Here we can see a display being rendered from a CHOP, SOP, and DAT. This example multiples the node height and width by 4 - this maintains the aspect ratio while simultaneously increasing the display size.Matthew Ragan8/13/14On the TOPs' Commpn page, change Viewer Smoothness to Mipmap Pixels to make the viewer look smoother with those thin lines. That's purely cosmetic. It does't affect the image that the TOP outputs. (gh)
TOP/outsideTOP/example1	190901	TOP	outsideTOP	TOP/outsideTOP	Outside	1	insert image where alpha < 1	30	35	The Outside TOP places Input1 "outside" Input2. The alpha of Input2 is used to determine what parts of the Input1 image are visible.  
TOP/outsideTOP/example2	230330	TOP	outsideTOP	TOP/outsideTOP	Outside	2	insert image where alpha < 0	280	35	The Outside TOP places Input1 'outside' Input2. Input1 is visible in the output wherever Input2's alpha is <1. This is the opposite operation to the Inside TOP.See also the Composite TOP and the blendModes component in the Palette.
TOP/overTOP/example1	170101	TOP	overTOP	TOP/overTOP	Over	1	pre fit	50	50	The Pre Fit parameters give you various options to how the compositing will occur. 
TOP/overTOP/example2	170101	TOP	overTOP	TOP/overTOP	Over	2	resolution	300	50	A handy trick to scale content to a  specific resolution is to use an Over TOP. But you can more easily feed the Movie File In TOP to a Constant TOP, or mroe easily yet, use a Fit TOP.
TOP/overTOP/example3	170101	TOP	overTOP	TOP/overTOP	Over	3	fit outside	550	50	Fit Outside is useful in situations where you'd like to overlay one image onto another completely, and removes the chance of any edges being missed.Better yet, see the Fit TOP.
TOP/packTOP/example1	190701	TOP	packTOP	TOP/packTOP	Pack	1	pack	50	50	Pack is used to put 32-bit RGBA floating point images into quadruple-wide 8-bit fixed point image to make them more transportable through lossless file formats that are just 8-bit, or 8-bit protocols like Spout/Siphon. Then the Pack TOP can unpack on the other side.In the second example, we just do it to a single floating point channel, reorder_32BitRedOnly gets the blue channel only, and outputs a single-channel TOP (see its Pixel Format parameter). Then we pack that single channel into 8-bit form (pack_8BitMono). Then we unpack it as a mono floating point channel. The last reorder takes that one channel and puts it as the blue channel of an RGBA 32-bit image.In the packed format, every 32-bit pixel is converted to 4 8-bit pixels. It's lossless.
TOP/packTOP/example2	170101	TOP	packTOP	TOP/packTOP	Pack	2	pack analyze	270	55	ramp1 is normal RGBA 8-bit.ramp2 is 1-channel 8-bit.ramp3 is 1-channel 32-bit float. You can see its better precision in the ramp.ramp3 is in a similar format that you would have for a depth map or a point cloud.pack1 puts ramp3 into an RGBA 8-bit image that can be commonly saved in a file.Right-click on the node and Save Image...or you can write it out with the Movie File Out TOP.
TOP/pointfileinTOP/example1	200201	TOP	pointfileinTOP	TOP/pointfileinTOP	Point File In	1	reading point files	50	50	Point File In TOP reads a .ply point cloud file.info1 shows that it has 10 channels including point colors in 'red', 'green' and 'blue' channels.info2 shows number of points.Most TOPs can only hold up to 4 channels, so null1 gets the first 4, which are X Y Z and 'active'. 'active' (in the alpha channel of the image) is a channel that indicates if the pixel is a valid point or not (orange = Nan = not a point).pointfileselect1 is used to get the other channels into a TOP... in this case, the channels it selects are the point colors - 'red', 'green', 'blue' as they are named in the file.The colors in the .ply file are 0-255 so math1 scales them down to 0-1.geo1 contains one point that is converted to a 1-point particle system, needed to render Line MAT from TOPs.
TOP/pointfileinTOP/example2	200201	TOP	pointfileinTOP	TOP/pointfileinTOP	Point File In	2	point thinning	270	55	The resolution is reduced via the Output Resolution menu on the Common page to 1/4 by 1/4 = 1/16 the number of points in the file. This is shown in info2 and the eval1, eval2 expressions.
TOP/pointtransformTOP/example1	201012	TOP	pointtransformTOP	TOP/pointtransformTOP	Point Transform	1	align 3D points in TOPs	50	50	for points, x is in the red color channel, y is in green, z is in blue.pointtransform1 moves the banana to a randon location, angle and scale.pointtransform2 lines it up on the Align page: in X, the banana is centered around x=0.in Y, the bottom of the banana is on the X axis at y=0.In Z is is pushed back where the closest point is at Z=0.Then the whole thing is normalized using Align Scale to make the largest dimension (X in this case) size 1. You can see that in null2: R goes -.5 to .5.pointtransform3 does the same as pointtransform2, but then it scales the result by 20 as a "post-transform". To post-transform, you have to set the Align Transform Order to "Align, then Transform" and set the Scale on the Transform page to 20.
TOP/pointtransformTOP/example2	201012	TOP	pointtransformTOP	TOP/pointtransformTOP	Point Transform	2	invert	280	45	pointtransform1 moves the banana to a new position, angle and scale.pointtransform_invert moves it right back to its original position, rotation and scale, using the same parameter values as pointtransform1 and turning on the Invert toggle.Think of it as moving FROM the position/rotate/scale defined by the parameter TO a null translate/rotate of 0 and scale of 1.The Math CHOP doesn't have multi-inputs, so use the Composite TOP and in this case use Subtract to verify the resulting points are the same as the starting points.
TOP/pointtransformTOP/example3	201012	TOP	pointtransformTOP	TOP/pointtransformTOP	Point Transform	3	transform from a CHOP	520	45	You can get transform values from a CHOP, as long as you have the right channel names. The transform CHOP outputs channels as tx ty tz rx ry rz etc, and giving that to the Transform CHOP parameter works to tranform from CHOPs.transform2 take the transform channels from transform1 and converts them to a 4x4 matrix, which is also acceptable for pointtransform2.
TOP/pointtransformTOP/example4	201012	TOP	pointtransformTOP	TOP/pointtransformTOP	Point Transform	4	look at a geo	750	45	This rotates the point data to make its z-axis point at a 3D object. Here we assume the point data is at 0, 0, 0. geo1 is at 0, 0, 2, which is along the positive z-axis pointing toward you. and it's oscillating in X via the LFO from -2 to +2.You think of it as the Z-axis of the TOP's axes being rotated to point at the Look at object.Here the "Up vector" is the Y axis (0, 1, 0).
TOP/poptoTOP/example1	170101	TOP	poptoTOP	TOP/poptoTOP	POP to	1	POP to TOP conversion types	50	50	Fit to Square guarantees every point gets a pixel.You can convert any attribute combination into the 4 channels.You can put all points into one row of teh texture up to the hardware limit (32,768 commonly)You can specify a resolution and let it fill the pixels up, one point per pixel, wrpping around when it gets to the end of a row.Now middle click on torus and copy to see the dimensions. or look at popto_dimensions.The two POP to TOPs at teh bottom use the dimensions to build the texture, which is the most convenient.
TOP/poptoTOP/example2	170101	TOP	poptoTOP	TOP/poptoTOP	POP to	2	pre fit	280	45	
TOP/projectionTOP/example1	190715	TOP	projectionTOP	TOP/projectionTOP	Projection	1	projection conversions	50	55	cubeMap is a 6-camera-in-one rendering created with the Render TOP.It renders the entire view around the camera.projection1 need the Projection Type parameter to be set to the input's type, and its output in this case is Equirectangular.You need to set its resolution and aspect ratio on the Common page.  The Rotate parameter lets you specify which direction is "staight ahead".projection2 converts the Equirectangular map to a Fish-Eye.  Again, the Rotate parameter lets you specify which direction is "staight ahead".Also Fish-Eye lets you select what the viewing angle is to the perimeter outer ring, default 180 degrees.projection3 is the same thing but it gets its input from the cube map. projection4 is rotated to look behind.
TOP/projectionTOP/example2	190715	TOP	projectionTOP	TOP/projectionTOP	Projection	2	from equirectangular	280	55	This converts from an existing equirectangular image.projection3 has its resolution and aspect ratio changed on the Common page.projection4 is rotated to be looking down-up along the horizontal center line. Same as projection5.  They are both equiractangulars too.See also the Cube Map TOP.
TOP/projectionTOP/example3	190715	TOP	projectionTOP	TOP/projectionTOP	Projection	3	cartesian xy to polar	510	55	here the Cartesian-to-Polar conversionThe Projection TOP needs it input flipped first to get the ramp to go clockwise. Bypass it to make it go counter-clockwise.
TOP/rampTOP/example1	170101	TOP	rampTOP	TOP/rampTOP	Ramp	1	circle	50	50	Ramp TOPs can be used to create circles.Extend Left parameter is set to Zero and Interpolate Notches is set to Step.But now we have the Circle TOP!
TOP/rampTOP/example2	170101	TOP	rampTOP	TOP/rampTOP	Ramp	2	table	300	50	You can edit the individual values of the ramp via its docked table. Try changing the R G or B values in the table.
TOP/rampTOP/example3	170101	TOP	rampTOP	TOP/rampTOP	Ramp	3	phase	550	50	You can animate a ramp's phase 
TOP/rampTOP/example4	211015	TOP	rampTOP	TOP/rampTOP	Ramp	4	rainbow spectrum	800	35	hsvrgb1 treats its input as the hue being in the red channel, saturation in the green channel, and value in the blue channel.In this case, hue is a ramp from 0 to 1 giving hte full rainbow spectrum. In TouchDesigner, a hue of value 0 is red, .33 is green, .66 is blue and 1 is red again.HSV to RGB to interpret those three channels as HSV and convert the image to RGB.Saturation and value are full (1).null1 is just a different way to view the red, green and blue channels of ramp1 separately. rclick on the null1 viewer to see it set to Normalied Split. 
TOP/rampTOP/example5	211101	TOP	rampTOP	TOP/rampTOP	Ramp	5	ramp from Script DAT	1060	35	You can generate ramp tables using the Script DAT. Move the slider on constant1 to alter the mid-point of ramp table using the script1 DAT.
TOP/rampTOP/example6	181101	TOP	rampTOP	TOP/rampTOP	Ramp	6	procedural ramp	1320	35	Click/drag in bicolor. You can procedurally generate tables for ramps. In this case the panel "bicolor" u and v define an inner and outer hue, which is generated with an  expression for the red channel in an Evaluate DAT.The ramp is converted from hue-saturation-value to RGB in an HSV to RGB TOP.
TOP/rampTOP/example7	220401	TOP	rampTOP	TOP/rampTOP	Ramp	7	explore composite blend modes	1570	35	Click/drag blendModeIndex. Ramp TOP and several other generators can composite itself with its input using the full set of Composite TOP's blend modes. This lets you flip through all the choices when using a simple black to yellow ramp.Look at the Operation parameter of the Ramp TOPs as you move the slider.
TOP/rampTOP/example8	231001	TOP	rampTOP	TOP/rampTOP	Ramp	8	red in x + green in y in two nodes	1800	35	Adding the red of the first with the green of the second ramp.32-bit float pixels for greater accuracy.Concept useful for building maps for displacement.
TOP/rampTOP/example9	242801	TOP	rampTOP	TOP/rampTOP	Ramp	9	set color keyframes using parameters	2030	35	This is a skin on top of the Ramp TOP where you create and set keyframes on rampA and rampB using blocks of sequential parameters (on the Keys page), where each block is a keyframe color/position.Inside it converts the parameters into a table the feeds the Ramp TOP.rampB is simply a different set of paramters to define the colors.
TOP/rectangleTOP/example1	211212	TOP	rectangleTOP	TOP/rectangleTOP	Rectangle	1	basic	60	40	rectangle1 with top-left justification, quarter size rectangle (res is 100x100) offset quarter right and 10% down.By default you are expressing the rectangle as fractions of the image width and height. You can also work in pixels.
TOP/rectangleTOP/example2	211212	TOP	rectangleTOP	TOP/rectangleTOP	Rectangle	2	letterbox	310	35	With the rectangle fill color set to transparant, the rectangle's border can be used to create a 16:9 letterbox effect within a square TOP.
TOP/rectangleTOP/example3	211212	TOP	rectangleTOP	TOP/rectangleTOP	Rectangle	3	composited round corners	550	45	Use the Corner Radius parameter to give a rectangle round corners. Also each rectangle TOP is composited over its predecessor using a Difference operation (see the 'Output' tab in their parameter window).
TOP/rectangleTOP/example4	211212	TOP	rectangleTOP	TOP/rectangleTOP	Rectangle	4	using CHOPs to animate	760	45	The parameters of a Rectangle TOP can be animated by using CHOP channels as input. In this example the rotation is controlled via an LFO signal from lfo1.That same LFO signal (which is -1 to 1) is then converted to 0 to 1 (in math2) so it can drive a Lookup CHOP, which applies the curve from pattern1 to the size of the rectangle.
TOP/remapTOP/example1	170101	TOP	remapTOP	TOP/remapTOP	Remap	1	lookup ramps with hard edges	50	45	For each pixel in the second input, it uses the value in the red channel as the u (horizontal, 0 being left-most) coordinate, and the value in the green channel as the v (vertial) coordinate to fetch a pixel from the first input.Remap TOP ramps are 32-bit floats to get enough precision to index pixels of the 1280x720 input.prepared by David Braun & GH
TOP/remapTOP/example2	170101	TOP	remapTOP	TOP/remapTOP	Remap	2	soft edge source ramp	290	45	With some source ramps you get or make, you may notice undesired sparkles around the edge of remap1. This is because the transform1 image is created anti-aliased with Input Smoothness set to Interpolate Pixels, so the values of red and green around the edge are reduced, which will make the sampling occur not around the edges of null1 but somewhere in the middle of null1.To improve this, change Input Smoothness to Nearest Pixel on transform1, or if you have no control of the input image, use reorder1 and comp1 to restore the RG around the edges by dividing by the alpha, preferably all at 16 bit fixed or 32 bit float resolutions.
TOP/remapTOP/example3	231001	TOP	remapTOP	TOP/remapTOP	Remap	3	resolution from second input	520	45	resolution from second input.   Start with a red ramp in X, add a green ramp in Y. 
TOP/renderTOP/example1	190201	TOP	renderTOP	TOP/renderTOP	Render	1	basic render	50	50	The Render TOP renders a 3D scene with a camera and lights into a 2D texture. A standard render setup includes a geometry object, a camera, light, and a material.You can wire a SOP to the input of geo1 to replace to torus.see sopRender in Palette's Tools for a more packaged setup.
TOP/renderTOP/example2	170101	TOP	renderTOP	TOP/renderTOP	Render	2	render options	300	50	This setup is being rendered in a number of different ways to demonstrate some  of the functionality of the Render TOP
TOP/renderTOP/example3	170101	TOP	renderTOP	TOP/renderTOP	Render	3	shadows	550	50	Notice that the lights are using a lookat to point at the geometry. This is nessesary to create a proper shadow map, which is rendered from the light's point of view. You then also want to adjust the FOV of the lights camera parameters on the View page to tighten the light's view, so the shadow map has better resolution on the area's you are interested in.
TOP/renderTOP/example4	170101	TOP	renderTOP	TOP/renderTOP	Render	4	depth	800	50	You can use the Depth TOP to get the depth buffer for both a Render TOP, as well as the shadow map from a light that is doing shadowing. Usually a Depth map will look mostly white, with much of the information between 0.9 and 1.0. You can visually make it more informative by tightening the near/far planes for the camera/light.
TOP/renderTOP/example5	190715	TOP	renderTOP	TOP/renderTOP	Render	5	cube map	1050	45	The Render TOP renders a 3D scene as a cube map, which is 6 renders-in-one, using the Render Mode parameter.In this case the camera and light are at 0, 0, 0 and the geometry is around it in all directions.See also the Projection TOP to convert between different projection types.The image aspect ratio is 3x4.See also the Cube Map TOP and the Projection TOP.
